NAME	TYPE	SMILES
XYLITOL	IIG	OCC(O)C(O)C(O)CO
MALTITOL	IIG	OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)CO
ERYTHRITOL	IIG	OCC(O)C(O)CO
SORBITAN	IIG	OCC(O)C1OCC(O)[C@@H]1O
Glycerin_and_Glycerides	GRAS	OCC(O)CO
MONOTHIOGLYCEROL	IIG	OCC(O)CS
ISOMALT	IIG	OCC(O)[C@@H](O)[C@H](O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
TAGATOSE	IIG	OCC1(O)OC[C@@H](O)[C@H](O)[C@@H]1O
Sorbose_(packaging)	GRAS	OCC1(O)OC[C@@H](O)[C@H](O)[C@H]1O
Corn_Sugar_(Dextrose)	GRAS	OCC1OC(O)C(O)C(O)C1O
MALTOSE_ANHYDROUS	IIG	OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O
TREHALOSE	IIG	OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O
ALFADEX	IIG	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
BETADEX	IIG	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
GAMMA_CYCLODEXTRIN	IIG	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
1,2,6-HEXANETRIOL	IIG	OCCCCC(O)CO
TROLAMINE	IIG	OCCN(CCO)CCO
DIETHANOLAMINE	IIG	OCCNCCO
POLYETHYLENE_OXIDE_900000	IIG	OCCO
PHENOXYETHANOL	IIG	OCCOc1ccccc1
PHENYLETHYL_ALCOHOL	IIG	OCCc1ccccc1
DEXTROSE,_UNSPECIFIED_FORM	IIG	OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
Corn_dextrins_(packaging)	GRAS	OC[C@H]1OC(O[C@@H]2[C@@H](CO)OC(O[C@@H]3[C@@H](CO)O[C@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
ROSIN	IIG	CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)O)C
STARCH	IIG	OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
SUCRALOSE	IIG	OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl
Sucrose	GRAS	OC[C@H]1O[C@H](O[C@]2(CO)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O
DICHLOROBENZYL_ALCOHOL	IIG	OCc1ccc(Cl)cc1Cl
BENZYL_ALCOHOL	IIG	OCc1ccccc1
Hydrogen_peroxide	GRAS	OO
Aluminum_hydroxide	GRAS	O[Al](O)O
BETANAPHTHOL	IIG	Oc1ccc2ccccc2c1
PHENOL	IIG	Oc1ccccc1
ALUMINUM_SILICATE	IIG	[Al+3].[Al+3].[Al+3].[Al+3].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-]
Aluminum_calcium_silicate	GRAS	[Al+3].[Ca+2].[O-][Si]([O-])([O-])[O-]
MAGNESIUM_ALUMINUM_SILICATE	IIG	[Al+3].[Mg+2].[O-][Si]([O-])([O-])[O-]
Calcium_hydroxide	GRAS	[Ca+2].[OH-].[OH-]
CALCIUM	IIG	[Ca]
Ferric_chloride_(packaging)	GRAS	[Cl-].[Cl-].[Cl-].[Fe+3]
Magnesium_chloride	GRAS	[Cl-].[Cl-].[Mg+2]
Manganese_chloride	GRAS	[Cl-].[Cl-].[Mn+2]
Stannous_Chloride	GRAS	[Cl-].[Cl-].[Sn+2]
Zinc_chloride	GRAS	[Cl-].[Cl-].[Zn+2]
Hydrochloric_acid	GRAS	[Cl-].[H+]
Potassium_chloride	GRAS	[Cl-].[K+]
Ammonium_chloride	GRAS	[Cl-].[NH4+]
Sodium_chloride	GRAS	[Cl-].[Na+]
Cuprous_iodide	GRAS	[Cu+].[I-]
Copper_(cupric)_gluconate	GRAS	[Cu]
STANNOUS_FLUORIDE	IIG	[F-].[F-].[Sn+2]
Reduced_iron_(packaging)	GRAS	[Fe]
Helium_gas	GRAS	[He]
Potassium_iodide	GRAS	[I-].[K+]
SODIUM_IODIDE	IIG	[I-].[Na+]
POTASSIUM	IIG	[K+]
Potassium_hydroxide	GRAS	[K+].[OH-]
Magnesium_silicate	GRAS	[Mg+2].[Mg+2].[O-][Si]([O-])([O-])[O-]
Magnesium_hydroxide	GRAS	[Mg+2].[OH-].[OH-]
Ammonium_hydroxide	GRAS	[NH4+].[OH-]
Sodium_silicate	GRAS	[Na+].[Na+].[Na+].[Na+].[O-][Si]([O-])([O-])[O-]
SODIUM_HYPOCHLORITE	IIG	[Na+].[O-]Cl
Sodium_hydroxide	GRAS	[Na+].[OH-]
Nickel_(elemental)	GRAS	[Ni]
SILICONE	IIG	[Si]
ZINC	IIG	[Zn]
